VehicleModel,VehicleYear,PartName,HoursOfOperation,SupplierName,ClaimDate,SettlementAmount,MaintenanceFrequency,EnvironmentCondition,OperationalIntensity,WarrantyStatus,PreviousFailures,pass_fail
Model B,2021,Brake,3533.0,DriveLineTech,2018-04-21 19:32:33.051017006,758.5777565712906,1500 hours,Mountainous,Moderate,Out of Warranty,0,pass
Model C,2022,Alternator,2994.0,MotoComponentsLtd,2018-04-22 10:09:19.386462154,955.7988884829509,1500 hours,Urban,Light,In Warranty,4,fail
Model A,2018,,4426.0,,2018-04-23 00:46:05.721907302,1958.9128116831312,1500 hours,Urban,Moderate,In Warranty,4,fail
Model A,2020,Radiator,645.0,,2018-04-23 15:22:52.057352450,386.1614132546456,500 hours,Rural,Light,In Warranty,0,pass
Model B,2017,Engine,2036.0,DriveLineTech,2018-04-24 05:59:38.392797600,747.0920518091715,1000 hours,Urban,Heavy,In Warranty,1,pass
,2018,Alternator,2800.0,DriveLineTech,2018-04-24 20:36:24.728242748,1472.3808832662942,,Rural,Light,In Warranty,0,fail
Model C,2016,Alternator,1124.0,AutoPartsCo,2018-04-25 11:13:11.063687896,1929.6902818244394,,Coastal,Heavy,Out of Warranty,1,pass
Model B,2020,Headlight,4019.0,AutoPartsCo,2018-04-26 01:49:57.399133044,353.5666648902635,500 hours,,Light,Out of Warranty,2,pass
Model C,2016,Headlight,4355.0,AutoPartsCo,2018-04-26 16:26:43.734578192,493.39091067897425,1500 hours,Coastal,Heavy,Out of Warranty,2,pass
Model C,2022,,4271.0,MotoComponentsLtd,2018-04-27 07:03:30.070023342,4901.04615061339,1000 hours,Urban,Light,Out of Warranty,0,fail
Model A,2021,Radiator,4637.0,DriveLineTech,2018-04-27 21:40:16.405468490,90.81745750954335,500 hours,Urban,Light,In Warranty,2,fail
,2019,Alternator,,,2018-04-28 12:17:02.740913638,1228.0254687128515,1500 hours,Rural,Heavy,Out of Warranty,4,pass
Model C,2020,Brake,30570.0,,2018-04-29 02:53:49.076358786,1357.870994584493,1000 hours,Coastal,Moderate,Out of Warranty,1,fail
Model B,2018,Engine,1019.0,DriveLineTech,2018-04-29 17:30:35.411803934,,500 hours,Urban,Moderate,In Warranty,3,fail
Model B,2022,Radiator,630.0,RideEquipCorp,2018-04-30 08:07:21.747249084,189.07982935498796,500 hours,Rural,Moderate,Out of Warranty,3,pass
Model D,2019,Brake,28740.0,MotoComponentsLtd,2018-04-30 22:44:08.082694232,184.99874520398183,1500 hours,Rural,Moderate,Out of Warranty,2,pass
Model A,2015,Radiator,4051.0,MotoComponentsLtd,2018-05-01 13:20:54.418139380,460.25378126354184,1500 hours,Rural,Moderate,In Warranty,1,pass
Model C,2018,Brake,1261.0,AutoPartsCo,2018-05-02 03:57:40.753584528,616.0743056128836,1000 hours,,Light,In Warranty,4,fail
Model C,2017,Engine,279.0,AutoPartsCo,2018-05-02 18:34:27.089029676,1583.7601290245923,1500 hours,Coastal,Moderate,Out of Warranty,3,pass
Model D,2015,Engine,4334.0,AutoPartsCo,2018-05-03 09:11:13.424474824,360.8110182103962,1500 hours,Urban,Light,In Warranty,4,pass
Model C,2022,Headlight,3235.0,AutoPartsCo,2018-05-03 23:47:59.759919974,135.97982197518766,1000 hours,Mountainous,Heavy,Out of Warranty,4,pass
Model A,2015,Brake,551.0,AutoPartsCo,2018-05-04 14:24:46.095365122,818.2756400404575,1500 hours,Mountainous,Moderate,In Warranty,3,pass
Model D,2017,Headlight,2182.0,RideEquipCorp,2018-05-05 05:01:32.430810270,861.9647317767447,1000 hours,Urban,Moderate,Out of Warranty,3,fail
Model A,2020,Brake,,RideEquipCorp,2018-05-05 19:38:18.766255418,929.2693094684607,1000 hours,Coastal,Moderate,Out of Warranty,2,pass
Model D,2015,Headlight,3616.0,AutoPartsCo,2018-05-06 10:15:05.101700566,1662.4619108525887,1000 hours,Rural,Moderate,Out of Warranty,1,fail
Model D,2021,Engine,3105.0,MotoComponentsLtd,2018-05-07 00:51:51.437145716,241.11055899833636,1500 hours,Mountainous,Light,In Warranty,0,pass
Model B,2018,Radiator,738.0,RideEquipCorp,2018-05-07 15:28:37.772590864,,1000 hours,Mountainous,Light,In Warranty,1,pass
Model A,2019,Headlight,436.0,MotoComponentsLtd,2018-05-08 06:05:24.108036012,708.993863538317,1500 hours,Urban,Light,Out of Warranty,0,fail
Model C,2015,Brake,1019.0,MotoComponentsLtd,2018-05-08 20:42:10.443481160,654.4612660491664,1000 hours,Mountainous,Heavy,In Warranty,3,pass
Model C,2018,Brake,3510.0,DriveLineTech,2018-05-09 11:18:56.778926308,1868.4590958676608,1500 hours,Mountainous,Light,In Warranty,4,pass
Model A,2016,,,DriveLineTech,2018-05-10 01:55:43.114371458,534.5136226126469,,Rural,Moderate,Out of Warranty,1,fail
Model C,2018,Brake,3102.0,AutoPartsCo,2018-05-10 16:32:29.449816606,1302.9370789117643,500 hours,Rural,Heavy,In Warranty,4,pass
Model C,2019,Alternator,3467.0,MotoComponentsLtd,2018-05-11 07:09:15.785261754,586.4991268833795,500 hours,Coastal,Heavy,In Warranty,1,pass
Model A,2018,Radiator,2352.0,RideEquipCorp,2018-05-11 21:46:02.120706902,1038.930571148751,500 hours,Mountainous,Moderate,Out of Warranty,1,pass
Model D,2017,Headlight,2333.0,DriveLineTech,2018-05-12 12:22:48.456152050,1583.271140562742,1000 hours,Coastal,Moderate,Out of Warranty,4,pass
Model A,2022,Radiator,1657.0,DriveLineTech,2018-05-13 02:59:34.791597200,1769.3589208567082,1500 hours,Coastal,Moderate,In Warranty,2,fail
Model D,2019,Engine,4416.0,MotoComponentsLtd,2018-05-13 17:36:21.127042348,1685.459618575348,1000 hours,Rural,Moderate,In Warranty,3,fail
Model C,2022,Headlight,172.0,DriveLineTech,2018-05-14 08:13:07.462487496,1185.2524354820478,1000 hours,Rural,Light,In Warranty,2,pass
Model C,2020,Headlight,13300.0,DriveLineTech,2018-05-14 22:49:53.797932644,535.1918149095332,1000 hours,Urban,Heavy,Out of Warranty,2,fail
Model C,2022,Alternator,3777.0,RideEquipCorp,2018-05-15 13:26:40.133377792,,1000 hours,Rural,Moderate,In Warranty,1,fail
Model B,2016,,308.0,MotoComponentsLtd,2018-05-16 04:03:26.468822940,1434.3148392702356,1500 hours,Coastal,Light,In Warranty,3,pass
Model D,2017,Brake,997.0,DriveLineTech,2018-05-16 18:40:12.804268090,70.84938072132776,1000 hours,Mountainous,Moderate,In Warranty,1,pass
Model B,2020,Alternator,574.0,MotoComponentsLtd,2018-05-17 09:16:59.139713238,,500 hours,Coastal,Light,In Warranty,0,pass
Model B,2018,Alternator,937.0,DriveLineTech,2018-05-17 23:53:45.475158386,1694.3609835024404,500 hours,Coastal,Moderate,In Warranty,1,fail
Model A,2019,Radiator,257.0,RideEquipCorp,2018-05-18 14:30:31.810603534,1004.6958126739423,500 hours,Coastal,Moderate,In Warranty,4,fail
Model B,2016,Radiator,3432.0,MotoComponentsLtd,2018-05-19 05:07:18.146048682,657.1821122184762,1000 hours,Rural,Moderate,Out of Warranty,1,pass
Model A,2017,Radiator,2844.0,DriveLineTech,2018-05-19 19:44:04.481493832,1750.0056534980922,,Coastal,Light,Out of Warranty,0,fail
Model A,2020,Alternator,198.0,RideEquipCorp,2018-05-20 10:20:50.816938980,353.9673601831211,1500 hours,Urban,Moderate,Out of Warranty,1,pass
Model B,2020,Brake,487.0,DriveLineTech,2018-05-21 00:57:37.152384128,452.56820321159074,,Mountainous,Light,In Warranty,0,pass
Model D,2016,Headlight,2252.0,,2018-05-21 15:34:23.487829276,1390.3761155254601,1000 hours,Rural,Light,In Warranty,3,fail
Model D,2021,Radiator,3799.0,DriveLineTech,2018-05-22 06:11:09.823274424,737.2500859768212,1500 hours,Coastal,Heavy,Out of Warranty,1,pass
Model D,2018,Brake,3211.0,MotoComponentsLtd,2018-05-22 20:47:56.158719574,1440.382829680869,500 hours,Urban,Light,Out of Warranty,0,pass
Model D,2016,Engine,3951.0,MotoComponentsLtd,2018-05-23 11:24:42.494164722,357.52206145600917,1500 hours,Mountainous,Light,Out of Warranty,3,pass
Model D,2020,Radiator,4503.0,DriveLineTech,2018-05-24 02:01:28.829609870,541.9247247216496,1000 hours,Coastal,Light,Out of Warranty,4,pass
Model B,2015,Headlight,,RideEquipCorp,2018-05-24 16:38:15.165055018,355.4623878090853,1000 hours,Mountainous,Light,Out of Warranty,2,pass
Model B,2017,Engine,4601.0,AutoPartsCo,2018-05-25 07:15:01.500500166,1908.1751114488438,1500 hours,,Light,In Warranty,0,pass
Model C,2016,Engine,2873.0,RideEquipCorp,2018-05-25 21:51:47.835945316,840.5377236593021,1000 hours,Rural,Heavy,In Warranty,4,fail
Model D,2021,Headlight,4774.0,RideEquipCorp,2018-05-26 12:28:34.171390464,707.5788243249407,1500 hours,Urban,Moderate,In Warranty,3,fail
Model B,2020,Radiator,3320.0,DriveLineTech,2018-05-27 03:05:20.506835612,77.69420453299117,1500 hours,Rural,Heavy,In Warranty,4,pass
Model C,2018,Alternator,535.0,RideEquipCorp,2018-05-27 17:42:06.842280760,349.16427985123045,500 hours,Urban,Heavy,In Warranty,1,pass
Model D,2022,Headlight,249.0,RideEquipCorp,2018-05-28 08:18:53.177725908,871.214919672874,1000 hours,Coastal,Moderate,Out of Warranty,2,fail
Model A,2020,Headlight,4516.0,AutoPartsCo,2018-05-28 22:55:39.513171058,183.58044551519342,500 hours,Mountainous,Light,Out of Warranty,0,pass
Model C,2018,Headlight,2032.0,RideEquipCorp,2018-05-29 13:32:25.848616206,1045.941692537123,1000 hours,Rural,Moderate,In Warranty,3,pass
Model B,2016,Engine,1521.0,AutoPartsCo,2018-05-30 04:09:12.184061354,937.2801050056732,1500 hours,Mountainous,Light,Out of Warranty,2,pass
Model A,2018,Brake,4393.0,,2018-05-30 18:45:58.519506502,1545.9778736714863,1000 hours,Mountainous,Moderate,In Warranty,3,pass
Model A,2019,Alternator,4933.0,AutoPartsCo,2018-05-31 09:22:44.854951650,1336.6152677306175,1500 hours,Coastal,Heavy,In Warranty,4,pass
Model A,2019,Radiator,2361.0,MotoComponentsLtd,2018-05-31 23:59:31.190396798,919.597245375119,1000 hours,,Light,Out of Warranty,3,pass
Model C,2019,Radiator,3423.0,MotoComponentsLtd,2018-06-01 14:36:17.525841948,488.0883652048893,500 hours,Rural,Heavy,In Warranty,3,pass
Model B,2021,Brake,2128.0,AutoPartsCo,2018-06-02 05:13:03.861287096,1467.3839537347224,500 hours,Coastal,Light,In Warranty,4,fail
Model A,2021,Headlight,,MotoComponentsLtd,2018-06-02 19:49:50.196732244,1430.3311017356982,1500 hours,Mountainous,Moderate,In Warranty,4,fail
,2015,Alternator,654.0,DriveLineTech,2018-06-03 10:26:36.532177392,348.92751300500544,500 hours,Urban,Moderate,Out of Warranty,2,pass
Model A,2021,Radiator,3898.0,MotoComponentsLtd,2018-06-04 01:03:22.867622540,1833.7660712795353,1500 hours,Urban,Moderate,Out of Warranty,0,fail
Model A,2022,Radiator,3392.0,AutoPartsCo,2018-06-04 15:40:09.203067690,175.58997622933418,1500 hours,Urban,Moderate,In Warranty,4,pass
Model C,2016,Headlight,1467.0,DriveLineTech,2018-06-05 06:16:55.538512838,157.3235323407966,1500 hours,Rural,Moderate,In Warranty,2,pass
Model C,2020,Brake,4647.0,MotoComponentsLtd,2018-06-05 20:53:41.873957986,415.3333144417326,1000 hours,Coastal,Heavy,Out of Warranty,3,fail
Model B,2020,Alternator,3925.0,DriveLineTech,2018-06-06 11:30:28.209403134,1823.448556195104,1500 hours,Coastal,Heavy,Out of Warranty,3,pass
Model D,2015,Brake,2983.0,AutoPartsCo,2018-06-07 02:07:14.544848282,1063.9963418719976,500 hours,Coastal,Light,Out of Warranty,1,pass
Model C,2021,Brake,598.0,MotoComponentsLtd,2018-06-07 16:44:00.880293432,1586.4847953121553,1000 hours,Coastal,Heavy,Out of Warranty,4,pass
Model A,2022,Alternator,888.0,DriveLineTech,2018-06-08 07:20:47.215738580,494.2942167491762,500 hours,Mountainous,Light,In Warranty,2,fail
Model B,2018,Alternator,,DriveLineTech,2018-06-08 21:57:33.551183728,1005.9328505747947,1500 hours,Urban,Light,In Warranty,2,pass
Model A,2015,Radiator,897.0,MotoComponentsLtd,2018-06-09 12:34:19.886628876,748.6644540665704,1500 hours,Mountainous,Heavy,In Warranty,0,fail
Model A,2022,Radiator,4759.0,DriveLineTech,2018-06-10 03:11:06.222074024,1664.2657837790757,500 hours,Rural,Heavy,Out of Warranty,2,fail
Model C,2018,Alternator,4557.0,DriveLineTech,2018-06-10 17:47:52.557519174,94.07865675049192,1000 hours,Urban,Light,Out of Warranty,4,fail
Model B,2022,Engine,4823.0,AutoPartsCo,2018-06-11 08:24:38.892964322,525.4933234339054,500 hours,Urban,Heavy,In Warranty,2,pass
,2018,Radiator,4304.0,,2018-06-11 23:01:25.228409470,347.5197373896386,1500 hours,Mountainous,Heavy,Out of Warranty,1,pass
Model D,2017,Engine,4518.0,AutoPartsCo,2018-06-12 13:38:11.563854618,,1000 hours,Rural,Heavy,In Warranty,3,pass
Model C,2022,Alternator,2322.0,AutoPartsCo,2018-06-13 04:14:57.899299766,961.7105069028431,1500 hours,,Moderate,Out of Warranty,3,pass
Model C,2020,Radiator,3370.0,AutoPartsCo,2018-06-13 18:51:44.234744914,838.2290855917715,1500 hours,Urban,Moderate,In Warranty,2,fail
Model B,2019,Brake,2608.0,AutoPartsCo,2018-06-14 09:28:30.570190064,926.4913860971056,500 hours,Coastal,Light,In Warranty,2,pass
Model D,2021,Alternator,4748.0,MotoComponentsLtd,2018-06-15 00:05:16.905635212,1945.2528738695537,1500 hours,Rural,Heavy,In Warranty,2,fail
Model D,2018,Headlight,4361.0,AutoPartsCo,2018-06-15 14:42:03.241080360,1708.021418955052,500 hours,Mountainous,Light,In Warranty,2,pass
Model D,2017,Engine,2046.0,DriveLineTech,2018-06-16 05:18:49.576525508,1427.4191051080998,1000 hours,Rural,Heavy,Out of Warranty,1,fail
,2022,Alternator,3723.0,MotoComponentsLtd,2018-06-16 19:55:35.911970656,616.4339704853465,,Urban,Moderate,In Warranty,4,pass
Model D,2020,Alternator,1614.0,DriveLineTech,2018-06-17 10:32:22.247415806,372.08734906097317,1500 hours,Coastal,Heavy,In Warranty,1,pass
Model A,2019,Radiator,4068.0,AutoPartsCo,2018-06-18 01:09:08.582860954,1846.795576597684,1000 hours,Rural,Heavy,In Warranty,1,fail
Model B,2018,Radiator,1890.0,AutoPartsCo,2018-06-18 15:45:54.918306102,874.9972694531416,500 hours,Urban,Heavy,In Warranty,1,pass
Model A,2022,Radiator,3341.0,DriveLineTech,2018-06-19 06:22:41.253751250,593.5738089638269,1500 hours,Rural,Moderate,Out of Warranty,3,pass
Model B,2022,Headlight,2937.0,DriveLineTech,2018-06-19 20:59:27.589196398,968.2956115143891,1000 hours,Coastal,Moderate,In Warranty,1,pass
Model D,2018,Radiator,776.0,,2018-06-20 11:36:13.924641548,1839.8024744996867,1500 hours,Mountainous,Moderate,In Warranty,2,pass
Model D,2015,Alternator,1294.0,RideEquipCorp,2018-06-21 02:13:00.260086696,804.7812611130217,500 hours,Urban,Light,Out of Warranty,1,fail
Model B,2015,Radiator,3510.0,RideEquipCorp,2018-06-21 16:49:46.595531844,1147.149944633794,500 hours,Urban,Heavy,In Warranty,2,fail
Model C,2020,Brake,3768.0,RideEquipCorp,2018-06-22 07:26:32.930976992,1615.7842871617054,500 hours,Coastal,Moderate,In Warranty,4,pass
Model B,2019,Radiator,1115.0,RideEquipCorp,2018-06-22 22:03:19.266422140,882.9084355443629,500 hours,Urban,Light,In Warranty,3,pass
Model C,2018,Headlight,,MotoComponentsLtd,2018-06-23 12:40:05.601867290,505.4065137564182,1000 hours,Coastal,Moderate,In Warranty,4,pass
,2020,Brake,332.0,AutoPartsCo,2018-06-24 03:16:51.937312438,1989.3252093469152,1500 hours,Urban,Heavy,Out of Warranty,4,fail
Model A,2020,Alternator,1131.0,DriveLineTech,2018-06-24 17:53:38.272757586,1915.3131720317112,1000 hours,Coastal,Light,Out of Warranty,3,fail
Model A,2016,Alternator,,AutoPartsCo,2018-06-25 08:30:24.608202734,1694.7843797947523,,,Moderate,Out of Warranty,2,fail
Model D,2022,Engine,2931.0,DriveLineTech,2018-06-25 23:07:10.943647882,1392.329064802549,500 hours,Rural,Moderate,Out of Warranty,2,pass
Model A,2021,Brake,2634.0,AutoPartsCo,2018-06-26 13:43:57.279093032,624.9879747359091,500 hours,Rural,Light,Out of Warranty,2,pass
Model C,2022,Engine,3020.0,MotoComponentsLtd,2018-06-27 04:20:43.614538180,1831.1552294198625,500 hours,Urban,Light,Out of Warranty,3,pass
Model A,2015,Brake,1202.0,RideEquipCorp,2018-06-27 18:57:29.949983328,587.335506736396,1500 hours,Coastal,Light,In Warranty,1,pass
Model B,2019,Brake,3547.0,AutoPartsCo,2018-06-28 09:34:16.285428476,1611.5785146198234,500 hours,Coastal,Light,In Warranty,0,fail
Model B,2022,Headlight,997.0,DriveLineTech,2018-06-29 00:11:02.620873624,1840.6034274855474,1500 hours,Mountainous,Light,In Warranty,1,pass
Model D,2018,Engine,4810.0,AutoPartsCo,2018-06-29 14:47:48.956318772,1225.8574888383275,,Rural,Moderate,In Warranty,1,fail
Model B,2020,Headlight,1767.0,MotoComponentsLtd,2018-06-30 05:24:35.291763922,1615.9596248877988,1500 hours,Mountainous,Light,Out of Warranty,4,pass
Model C,2018,Brake,116.0,MotoComponentsLtd,2018-06-30 20:01:21.627209070,1593.805443443406,1500 hours,Rural,Light,In Warranty,0,fail
Model A,2016,Alternator,686.0,AutoPartsCo,2018-07-01 10:38:07.962654218,426.65761468591074,500 hours,Mountainous,Heavy,In Warranty,2,pass
Model D,2019,Brake,363.0,RideEquipCorp,2018-07-02 01:14:54.298099366,1352.452723512365,1000 hours,Rural,Moderate,Out of Warranty,1,pass
Model A,2020,Headlight,3447.0,,2018-07-02 15:51:40.633544514,232.2624769636649,1000 hours,Coastal,Heavy,In Warranty,3,pass
Model A,2018,Engine,614.0,MotoComponentsLtd,2018-07-03 06:28:26.968989664,1040.3077791180885,1000 hours,Rural,Moderate,In Warranty,1,fail
Model C,2015,Engine,1651.0,MotoComponentsLtd,2018-07-03 21:05:13.304434812,,1000 hours,Urban,Moderate,Out of Warranty,2,pass
Model B,2021,Headlight,875.0,AutoPartsCo,2018-07-04 11:41:59.639879960,861.8815226530418,1000 hours,Rural,Moderate,In Warranty,1,fail
Model B,2016,Engine,3720.0,MotoComponentsLtd,2018-07-05 02:18:45.975325108,1674.3150456619535,500 hours,Rural,Light,In Warranty,4,pass
Model A,2019,Radiator,1075.0,MotoComponentsLtd,2018-07-05 16:55:32.310770256,19749.772872788984,500 hours,Coastal,Heavy,Out of Warranty,4,pass
Model D,2016,Alternator,2301.0,DriveLineTech,2018-07-06 07:32:18.646215406,670.0216717362546,500 hours,Urban,Moderate,In Warranty,1,fail
Model B,2015,Alternator,4807.0,,2018-07-06 22:09:04.981660554,1087.3136126271943,500 hours,Coastal,Moderate,In Warranty,4,pass
Model D,2019,Alternator,854.0,DriveLineTech,2018-07-07 12:45:51.317105702,1047.0311475224526,,Mountainous,Moderate,In Warranty,3,pass
Model B,2016,Engine,2501.0,RideEquipCorp,2018-07-08 03:22:37.652550850,1911.0829441705787,500 hours,Mountainous,Heavy,In Warranty,0,pass
Model D,2017,Engine,4681.0,DriveLineTech,2018-07-08 17:59:23.987995998,983.2382782439083,1500 hours,Urban,Moderate,In Warranty,1,fail
Model C,2015,Brake,,AutoPartsCo,2018-07-09 08:36:10.323441148,1413.2571005294108,1500 hours,Mountainous,Heavy,Out of Warranty,3,pass
Model D,2015,Brake,1285.0,MotoComponentsLtd,2018-07-09 23:12:56.658886296,1847.489004561626,500 hours,Urban,Heavy,In Warranty,3,pass
Model C,2015,Alternator,4082.0,RideEquipCorp,2018-07-10 13:49:42.994331444,778.0881910968382,500 hours,Rural,Light,In Warranty,3,pass
Model C,2017,,3330.0,AutoPartsCo,2018-07-11 04:26:29.329776592,1809.1383645785058,1500 hours,Mountainous,Moderate,In Warranty,2,pass
Model D,2017,Brake,4773.0,MotoComponentsLtd,2018-07-11 19:03:15.665221740,1839.0396326874763,1500 hours,Rural,Moderate,Out of Warranty,1,pass
Model C,2018,Brake,4894.0,MotoComponentsLtd,2018-07-12 09:40:02.000666888,1864.791882735905,500 hours,Coastal,Heavy,Out of Warranty,1,pass
Model A,2020,Engine,3599.0,MotoComponentsLtd,2018-07-13 00:16:48.336112038,577.3700616692815,1500 hours,Mountainous,Heavy,Out of Warranty,1,fail
Model C,2021,Radiator,4250.0,DriveLineTech,2018-07-13 14:53:34.671557186,830.693408826419,1000 hours,Coastal,Light,In Warranty,0,pass
Model B,2016,Alternator,4191.0,AutoPartsCo,2018-07-14 05:30:21.007002334,1747.2720210401187,1000 hours,Coastal,Moderate,In Warranty,3,fail
Model D,2018,Brake,1404.0,AutoPartsCo,2018-07-14 20:07:07.342447482,750.3655573468166,1000 hours,,Heavy,In Warranty,1,fail
Model A,2016,Radiator,1886.0,MotoComponentsLtd,2018-07-15 10:43:53.677892630,1220.493414220335,1500 hours,Coastal,Moderate,In Warranty,4,fail
,2021,Radiator,2942.0,RideEquipCorp,2018-07-16 01:20:40.013337780,280.2062891571013,500 hours,Urban,Moderate,In Warranty,2,pass
Model B,2020,Alternator,2546.0,AutoPartsCo,2018-07-16 15:57:26.348782928,159.7362268169195,500 hours,Urban,Moderate,Out of Warranty,0,pass
Model B,2017,Radiator,2633.0,DriveLineTech,2018-07-17 06:34:12.684228076,853.3882795097365,500 hours,Urban,Heavy,In Warranty,2,fail
Model B,2020,Radiator,2608.0,RideEquipCorp,2018-07-17 21:10:59.019673224,1178.887238555799,1500 hours,Urban,Moderate,In Warranty,3,pass
Model C,2017,Radiator,3668.0,RideEquipCorp,2018-07-18 11:47:45.355118372,815.7632710499356,1500 hours,Urban,Heavy,Out of Warranty,4,pass
Model C,2021,Brake,1609.0,RideEquipCorp,2018-07-19 02:24:31.690563522,1176.5847518136418,1000 hours,Rural,Light,Out of Warranty,3,fail
Model D,2020,Alternator,1557.0,RideEquipCorp,2018-07-19 17:01:18.026008670,1054.4145335349808,1500 hours,Urban,Light,Out of Warranty,1,pass
Model D,2018,Radiator,4121.0,AutoPartsCo,2018-07-20 07:38:04.361453818,1387.1290971078479,1000 hours,Mountainous,Heavy,Out of Warranty,2,pass
Model A,2019,,2113.0,MotoComponentsLtd,2018-07-20 22:14:50.696898966,1316.58824057751,1000 hours,Urban,Moderate,Out of Warranty,4,pass
Model A,2018,Brake,3692.0,,2018-07-21 12:51:37.032344114,877.2791212528311,500 hours,Rural,Light,In Warranty,2,fail
Model D,2016,Alternator,20500.0,DriveLineTech,2018-07-22 03:28:23.367789264,878.7407188187333,1500 hours,Mountainous,Light,In Warranty,0,pass
,2018,Engine,1344.0,DriveLineTech,2018-07-22 18:05:09.703234412,324.5177630238524,500 hours,Mountainous,Heavy,In Warranty,4,fail
